date,adjusted_close
2024-10-10,228.537
2024-10-11,227.0503
2024-10-14,230.7921
2024-10-15,233.3365
2024-10-16,231.271
2024-10-17,231.6402
2024-10-18,234.4839
2024-10-21,235.9607
2024-10-22,235.342
2024-10-23,230.2532
2024-10-24,230.0637
2024-10-25,230.9018
2024-10-28,232.8874
2024-10-29,233.1568
2024-10-30,229.5947
2024-10-31,225.4139
2024-11-01,222.4205
2024-11-04,221.5225
2024-11-05,222.9593
2024-11-06,222.2309
2024-11-07,226.9804
2024-11-08,226.7107
2024-11-11,223.9837
2024-11-12,223.9837
2024-11-13,224.8728
2024-11-14,227.9694
2024-11-15,224.7529
2024-11-18,227.7696
2024-11-19,228.0293
2024-11-20,228.7485
2024-11-21,228.269
2024-11-22,229.6175
2024-11-25,232.6142
2024-11-26,234.8018
2024-11-27,234.672
2024-11-29,237.0693
2024-12-02,239.3269
2024-12-03,242.3835
2024-12-04,242.7431
2024-12-05,242.7731
2024-12-06,242.5733
2024-12-09,246.479
2024-12-10,247.4979
2024-12-11,246.2193
2024-12-12,247.6877
2024-12-13,247.8575
2024-12-16,250.7643
2024-12-17,253.2016
2024-12-18,247.7776
2024-12-19,249.5157
2024-12-20,254.2105
2024-12-23,254.9896
2024-12-24,257.9164
2024-12-26,258.7355
2024-12-27,255.3093
2024-12-30,251.923
2024-12-31,250.145
2025-01-02,243.5822
2025-01-03,243.0927
2025-01-06,244.7309
2025-01-07,241.944
2025-01-08,242.4334
2025-01-10,236.5899
2025-01-13,234.1426
2025-01-14,233.0238
2025-01-15,237.6088
2025-01-16,228.0093
2025-01-17,229.7274
2025-01-21,222.3955
2025-01-22,223.5842
2025-01-23,223.4144
2025-01-24,222.5353
2025-01-27,229.6076
2025-01-28,237.9983
2025-01-29,239.0971
2025-01-30,237.3291
2025-01-31,235.7408
2025-02-03,227.7596
2025-02-04,232.5443
2025-02-05,232.2147
2025-02-06,232.9639
2025-02-07,227.38
2025-02-10,227.65
2025-02-11,232.62
2025-02-12,236.87
2025-02-13,241.53
2025-02-14,244.6
2025-02-18,244.47
2025-02-19,244.87
2025-02-20,245.83
2025-02-21,245.55
2025-02-24,247.1
2025-02-25,247.04
2025-02-26,240.36
2025-02-27,237.3
2025-02-28,241.84
